,employer,chill_app,time_chill,work_app,time_work,timestamp,coef
1237,Tonya Rhodes,Twitch,2.6,PyCharm,7.4,25-06-2022,0.5
2820,Bruce Makela,Яндекс.Музыка,3.3,Git,6.7,25-06-2022,1.5
2366,Sarah Harwood,Twitch,3.8,Teams,6.2,25-06-2022,1.5
1996,Elinor Hill,YouTube,2.6,Teams,7.4,25-06-2022,0.5
1351,Jacob Cole,Twitch,2.7,Teams,7.3,25-06-2022,1.0
965,Mary Remis,Яндекс.Музыка,6.8,Git,3.2,25-06-2022,1.0
2930,Gary Richardson,Яндекс.Музыка,2.9,Teams,7.1,25-06-2022,1.0
1591,Jerry Joy,Яндекс.Музыка,2.6,Git,7.4,25-06-2022,1.0
1562,John Galvin,YouTube,3.9,PyCharm,6.1,25-06-2022,1.5
2093,Rafael Lampe,YouTube,3.8,Teams,6.2,25-06-2022,1.0
757,William Dixon,Яндекс.Музыка,3.5,PgAdmin4,6.5,25-06-2022,1.0
2100,Scott Self,Twitch,3.0,PyCharm,7.0,25-06-2022,0.5
1699,Dorthea Guyton,Twitch,2.6,Teams,7.4,26-06-2022,2.0
326,David Orr,Twitch,8.8,PyCharm,1.2,26-06-2022,2.0
1342,Steve Wolcott,Яндекс.Музыка,3.9,PgAdmin4,6.1,26-06-2022,2.0
2081,Rafael Lampe,YouTube,6.3,Git,3.7,26-06-2022,2.0
2788,Max Ceasar,YouTube,3.2,Git,6.8,26-06-2022,0.5
814,Janel Peeler,Яндекс.Музыка,3.1,Teams,6.9,26-06-2022,0.5
228,Salvatore Ketron,Яндекс.Музыка,6.1,Git,3.9,26-06-2022,0.0
2682,George Chausse,Яндекс.Музыка,2.8,Teams,7.2,26-06-2022,0.5
45,Sandra Cox,Яндекс.Музыка,3.8,Teams,6.2,26-06-2022,0.0
345,Louise Gerber,YouTube,2.4,PyCharm,7.6,26-06-2022,0.5
1896,Ray Zanola,YouTube,7.9,Git,2.1,26-06-2022,1.0
1204,Thersa Willhite,Twitch,3.0,Git,7.0,26-06-2022,2.0
931,Glenda Boswell,YouTube,3.3,PgAdmin4,6.7,26-06-2022,1.0
2172,Wendy Orr,YouTube,3.0,PyCharm,7.0,26-06-2022,1.0
2847,Bruce Makela,Twitch,9.0,PyCharm,1.0,26-06-2022,1.0
1186,Howard Barnes,YouTube,3.2,PyCharm,6.8,26-06-2022,1.5
2528,Megan Elizondo,Twitch,9.0,Git,1.0,26-06-2022,1.0
1966,Curtis Davis,YouTube,2.1,PgAdmin4,7.9,26-06-2022,1.5
123,John Vest,Яндекс.Музыка,3.5,Teams,6.5,26-06-2022,2.0
1418,Vincent Robertson,Twitch,4.0,Git,6.0,26-06-2022,1.0
2796,Maxie Banks,YouTube,2.5,Teams,7.5,26-06-2022,0.5
1032,Emmie Jenkins,Twitch,3.6,PgAdmin4,6.4,27-06-2022,1.5
293,Lisa Bailes,YouTube,3.4,Teams,6.6,27-06-2022,1.0
2033,Ruby Dicus,Twitch,2.9,Git,7.1,27-06-2022,2.0
414,Rose Vanatta,Twitch,2.4,PyCharm,7.6,27-06-2022,2.0
503,Anthony Wright,YouTube,3.5,Teams,6.5,27-06-2022,0.5
2078,Rafael Lampe,Twitch,3.5,Teams,6.5,27-06-2022,0.5
795,Alice Washington,YouTube,2.5,PgAdmin4,7.5,27-06-2022,0.5
2181,Wendy Orr,Яндекс.Музыка,2.5,PgAdmin4,7.5,27-06-2022,0.5
608,Marvin Hansen,Яндекс.Музыка,3.8,PgAdmin4,6.2,27-06-2022,1.0
902,Carlton Peyton,YouTube,3.6,Git,6.4,27-06-2022,1.0
1276,Lois Harrington,Twitch,3.6,PgAdmin4,6.4,27-06-2022,1.0
850,Lacie Jennings,YouTube,3.0,PgAdmin4,7.0,27-06-2022,1.0
1954,Curtis Davis,Яндекс.Музыка,2.5,PgAdmin4,7.5,27-06-2022,1.0
2766,Max Ceasar,Яндекс.Музыка,6.9,Git,3.1,27-06-2022,0.5
2566,Eliz Urban,Twitch,2.7,PyCharm,7.3,27-06-2022,0.5
2222,Joseph Pike,YouTube,3.0,Git,7.0,27-06-2022,1.5
1726,Irene Semmes,Яндекс.Музыка,3.4,PgAdmin4,6.6,27-06-2022,0.5
2152,Allison Sharkey,YouTube,2.5,Teams,7.5,27-06-2022,0.5
1248,Tonya Rhodes,YouTube,3.1,PgAdmin4,6.9,27-06-2022,0.5
2691,George Chausse,Twitch,2.2,PyCharm,7.8,27-06-2022,0.0
1943,Anna Lauer,Twitch,2.4,PgAdmin4,7.6,27-06-2022,0.0
1459,Lachelle Armstrong,Twitch,3.6,PyCharm,6.4,28-06-2022,1.5
963,Mary Remis,Twitch,3.2,PgAdmin4,6.8,28-06-2022,0.5
1858,Robert Locke,YouTube,3.8,Teams,6.2,28-06-2022,1.0
147,John Vest,Яндекс.Музыка,6.4,Teams,3.6,28-06-2022,0.5
2117,Scott Self,Twitch,2.6,Git,7.4,28-06-2022,0.0
2344,Sarah Harwood,Яндекс.Музыка,3.3,Git,6.7,28-06-2022,1.0
1133,Nicole Natalie,Twitch,2.8,PyCharm,7.2,28-06-2022,2.5
1733,Irene Semmes,Twitch,3.2,PgAdmin4,6.8,28-06-2022,2.0
1796,Joe Gordon,YouTube,3.5,PyCharm,6.5,28-06-2022,0.0
2505,Michelle Robbins,YouTube,2.9,Teams,7.1,28-06-2022,1.0
2810,Maxie Banks,Яндекс.Музыка,7.2,Teams,2.8,28-06-2022,1.0
495,Anthony Wright,YouTube,2.1,Git,7.9,28-06-2022,0.5
1089,William Diaz,YouTube,3.2,PgAdmin4,6.8,28-06-2022,0.5
606,Marvin Hansen,Twitch,3.5,PyCharm,6.5,28-06-2022,0.5
1202,Thersa Willhite,YouTube,3.9,PgAdmin4,6.1,28-06-2022,1.0
1570,John Galvin,Яндекс.Музыка,2.7,PgAdmin4,7.3,28-06-2022,0.5
995,Priscilla Boyd,Яндекс.Музыка,7.2,PyCharm,2.8,29-06-2022,1.0
2400,Laura Acker,YouTube,2.9,PgAdmin4,7.1,29-06-2022,1.0
2498,Michelle Robbins,Яндекс.Музыка,3.7,PyCharm,6.3,29-06-2022,1.5
83,Jerome Lawrence,YouTube,3.8,PgAdmin4,6.2,29-06-2022,1.5
1158,Joyce Osborne,YouTube,3.9,PgAdmin4,6.1,29-06-2022,1.0
1839,Robert Locke,Яндекс.Музыка,3.0,Teams,7.0,29-06-2022,1.5
2256,Raymond Trevino,Яндекс.Музыка,2.6,Git,7.4,29-06-2022,0.5
413,Rose Vanatta,Twitch,2.8,PyCharm,7.2,29-06-2022,1.0
1662,David Herman,Яндекс.Музыка,3.2,PgAdmin4,6.8,29-06-2022,1.5
2644,Jimmy Williamson,Яндекс.Музыка,2.8,PgAdmin4,7.2,29-06-2022,1.0
1753,Charles Brown,YouTube,7.5,Git,2.5,29-06-2022,0.5
212,Salvatore Ketron,Яндекс.Музыка,3.6,PgAdmin4,6.4,29-06-2022,0.0
749,Brent Degan,YouTube,2.0,Teams,8.0,29-06-2022,1.5
1588,John Galvin,YouTube,3.7,Teams,6.3,29-06-2022,1.0
1267,Lois Harrington,Twitch,4.0,PyCharm,6.0,29-06-2022,1.0
816,Janel Peeler,YouTube,3.5,PgAdmin4,6.5,29-06-2022,1.0
36,Sandra Cox,Яндекс.Музыка,3.6,Git,6.4,29-06-2022,0.5
1559,Thomas Poore,Яндекс.Музыка,3.9,Teams,6.1,29-06-2022,1.0
2186,Wendy Orr,Яндекс.Музыка,2.8,PyCharm,7.2,29-06-2022,0.5
1128,Nicole Natalie,Twitch,2.1,PyCharm,7.9,29-06-2022,0.0
1988,Elinor Hill,Twitch,8.7,Teams,1.3,29-06-2022,1.0
1299,Ralph Roache,Twitch,4.0,PgAdmin4,6.0,29-06-2022,1.0
2297,Robert Bennett,Twitch,4.0,PgAdmin4,6.0,29-06-2022,1.0
1336,Steve Wolcott,YouTube,2.2,Git,7.8,29-06-2022,1.0
911,Carlton Peyton,YouTube,7.9,Teams,2.1,29-06-2022,0.5
2728,Ann Gardner,Яндекс.Музыка,3.8,Teams,6.2,30-06-2022,2.0
1431,Vincent Robertson,YouTube,2.6,Git,7.4,30-06-2022,0.5
1389,Anthony Hankerson,Яндекс.Музыка,3.3,PyCharm,6.7,30-06-2022,1.0
1876,Shirley Murphree,Яндекс.Музыка,3.2,PyCharm,6.8,30-06-2022,1.5
2198,Barry Powell,Яндекс.Музыка,3.3,PgAdmin4,6.7,30-06-2022,1.5
1515,Linda Valdez,YouTube,3.3,PgAdmin4,6.7,30-06-2022,0.5
91,Lisa Johnston,Яндекс.Музыка,3.1,Git,6.9,30-06-2022,1.0
1801,Carol Chapman,Twitch,2.0,PgAdmin4,8.0,30-06-2022,0.5
501,Anthony Wright,YouTube,3.0,Git,7.0,30-06-2022,2.0
2119,Scott Self,YouTube,7.7,PyCharm,2.3,30-06-2022,0.5
968,Mary Remis,Яндекс.Музыка,3.9,PgAdmin4,6.1,30-06-2022,1.0
843,Lacie Jennings,Яндекс.Музыка,3.0,PyCharm,7.0,30-06-2022,0.0
2541,Megan Elizondo,Twitch,3.0,PgAdmin4,7.0,30-06-2022,0.5
2857,Gloria Schmitz,YouTube,2.4,PgAdmin4,7.6,30-06-2022,1.0
2381,Nellie Alexander,Twitch,2.4,Teams,7.6,30-06-2022,3.0
1692,Dorthea Guyton,Twitch,2.3,Git,7.7,30-06-2022,0.5
759,William Dixon,Twitch,2.3,Git,7.7,30-06-2022,1.0
2616,Larry Williamson,Яндекс.Музыка,3.3,Git,6.7,30-06-2022,1.0
479,Dorathy Lander,Яндекс.Музыка,2.4,Git,7.6,30-06-2022,0.5
2050,Wilma Harden,Яндекс.Музыка,6.5,Git,3.5,30-06-2022,0.5
2957,Jay Traficante,Яндекс.Музыка,2.4,PgAdmin4,7.6,01-07-2022,0.5
155,Leah Mendoza,Twitch,3.0,PyCharm,7.0,01-07-2022,0.5
1194,Howard Barnes,YouTube,2.1,PyCharm,7.9,01-07-2022,1.0
493,Anthony Wright,Яндекс.Музыка,4.0,PgAdmin4,6.0,01-07-2022,1.0
1507,Linda Valdez,Twitch,2.4,PyCharm,7.6,01-07-2022,2.0
2482,Kathryn Ford,Twitch,7.1,PgAdmin4,2.9,01-07-2022,0.5
2856,Gloria Schmitz,Twitch,3.5,Teams,6.5,01-07-2022,2.5
2210,Barry Powell,Яндекс.Музыка,8.2,PyCharm,1.8,01-07-2022,2.0
786,Alice Washington,YouTube,3.1,PyCharm,6.9,01-07-2022,0.5
2442,Donnie Flores,Яндекс.Музыка,3.0,Teams,7.0,01-07-2022,1.0
1479,Natasha Andrews,YouTube,2.4,PyCharm,7.6,01-07-2022,1.0
2424,Laura Acker,Яндекс.Музыка,2.8,PyCharm,7.2,01-07-2022,2.0
579,Evelyn Moran,Twitch,2.5,PgAdmin4,7.5,01-07-2022,0.5
1039,Emmie Jenkins,Яндекс.Музыка,3.9,Teams,6.1,01-07-2022,1.5
288,Lisa Bailes,Twitch,3.2,Teams,6.8,01-07-2022,1.5
1074,Rogelio Degeyter,YouTube,4.0,PyCharm,6.0,01-07-2022,0.5
1368,Jacob Cole,Twitch,3.5,Teams,6.5,01-07-2022,0.5
966,Mary Remis,Яндекс.Музыка,3.4,PgAdmin4,6.6,01-07-2022,1.0
1581,John Galvin,Яндекс.Музыка,2.4,PyCharm,7.6,01-07-2022,0.5
457,Dorathy Lander,Яндекс.Музыка,2.2,Teams,7.8,02-07-2022,0.0
1633,David Lott,YouTube,2.9,Teams,7.1,02-07-2022,1.0
39,Sandra Cox,Яндекс.Музыка,2.1,PgAdmin4,7.9,02-07-2022,1.0
934,Glenda Boswell,YouTube,7.2,PgAdmin4,2.8,02-07-2022,0.5
1764,Charles Brown,Twitch,3.8,PyCharm,6.2,02-07-2022,1.0
318,David Orr,Яндекс.Музыка,3.0,PyCharm,7.0,02-07-2022,1.0
2283,Robert Bennett,Twitch,2.4,PyCharm,7.6,02-07-2022,1.0
527,Kenneth Harvey,Яндекс.Музыка,3.0,Teams,7.0,02-07-2022,1.0
1303,Ralph Roache,Яндекс.Музыка,2.0,PgAdmin4,8.0,02-07-2022,0.5
1064,Rogelio Degeyter,Яндекс.Музыка,2.6,Git,7.4,02-07-2022,0.5
1800,Carol Chapman,Twitch,2.2,PyCharm,7.8,02-07-2022,0.0
747,Brent Degan,Яндекс.Музыка,3.9,Git,6.1,02-07-2022,1.5
2074,Rafael Lampe,Яндекс.Музыка,2.1,Git,7.9,02-07-2022,1.0
811,Janel Peeler,Яндекс.Музыка,3.8,PyCharm,6.2,02-07-2022,0.5
820,Janel Peeler,YouTube,2.5,PyCharm,7.5,03-07-2022,2.0
1561,John Galvin,Яндекс.Музыка,4.0,PyCharm,6.0,03-07-2022,0.0
23,Paul Glass,Яндекс.Музыка,3.1,Git,6.9,03-07-2022,0.5
851,Lacie Jennings,Яндекс.Музыка,2.6,PgAdmin4,7.4,03-07-2022,1.0
1592,Jerry Joy,Twitch,3.2,PgAdmin4,6.8,03-07-2022,0.5
2135,Allison Sharkey,YouTube,2.2,PyCharm,7.8,03-07-2022,1.5
2359,Sarah Harwood,YouTube,2.1,PgAdmin4,7.9,03-07-2022,1.0
2266,Raymond Trevino,YouTube,2.3,PgAdmin4,7.7,03-07-2022,1.0
2853,Gloria Schmitz,YouTube,2.1,PyCharm,7.9,03-07-2022,0.5
1071,Rogelio Degeyter,YouTube,3.4,Git,6.6,03-07-2022,1.0
873,Michael Cuneo,YouTube,2.7,Teams,7.3,03-07-2022,2.0
1666,David Herman,YouTube,3.9,Teams,6.1,03-07-2022,0.5
2128,Scott Self,Яндекс.Музыка,2.8,Teams,7.2,03-07-2022,1.5
917,Carlton Peyton,YouTube,2.6,Teams,7.4,03-07-2022,1.0
504,Anthony Wright,Twitch,3.2,PgAdmin4,6.8,03-07-2022,0.5
2983,Jeanne Taylor,Яндекс.Музыка,3.9,Git,6.1,03-07-2022,1.0
762,William Dixon,YouTube,3.2,PgAdmin4,6.8,03-07-2022,0.0
1417,Vincent Robertson,Twitch,3.3,Git,6.7,03-07-2022,2.5
2952,Jay Traficante,YouTube,2.3,PyCharm,7.7,04-07-2022,2.0
436,Ann Flanagan,Яндекс.Музыка,3.8,Git,6.2,04-07-2022,0.5
648,Randy Balch,Яндекс.Музыка,3.9,Git,6.1,04-07-2022,1.5
1056,Rogelio Degeyter,Яндекс.Музыка,3.1,PgAdmin4,6.9,04-07-2022,1.5
1619,Jerry Joy,YouTube,4.0,PgAdmin4,6.0,04-07-2022,2.0
2463,Kathryn Ford,YouTube,3.5,PgAdmin4,6.5,04-07-2022,1.5
2064,Wilma Harden,YouTube,2.8,PgAdmin4,7.2,04-07-2022,0.0
70,Jerome Lawrence,Яндекс.Музыка,3.6,PyCharm,6.4,04-07-2022,2.5
2521,Megan Elizondo,YouTube,3.1,Git,6.9,04-07-2022,1.0
2881,Amanda Leatham,Twitch,3.6,PyCharm,6.4,04-07-2022,1.0
1139,Nicole Natalie,Яндекс.Музыка,2.1,PgAdmin4,7.9,04-07-2022,0.5
903,Carlton Peyton,YouTube,3.2,Teams,6.8,04-07-2022,1.5
2747,Marvin Wilson,Яндекс.Музыка,3.8,PyCharm,6.2,04-07-2022,1.5
2613,Larry Williamson,Twitch,8.3,Teams,1.7,04-07-2022,0.0
2802,Maxie Banks,Яндекс.Музыка,2.9,Teams,7.1,04-07-2022,0.5
2096,Rafael Lampe,YouTube,2.1,PgAdmin4,7.9,04-07-2022,0.5
973,Mary Remis,YouTube,3.7,PgAdmin4,6.3,04-07-2022,1.5
336,Louise Gerber,Twitch,2.0,Teams,8.0,04-07-2022,1.0
610,Marvin Hansen,Яндекс.Музыка,7.8,Git,2.2,04-07-2022,1.0
555,Dwayne Williams,Twitch,2.9,PyCharm,7.1,04-07-2022,0.5
150,Leah Mendoza,Яндекс.Музыка,2.1,PyCharm,7.9,04-07-2022,2.5
1008,Priscilla Boyd,YouTube,2.3,PyCharm,7.7,04-07-2022,1.0
1315,Ralph Roache,YouTube,2.0,PyCharm,8.0,04-07-2022,1.5
1630,David Lott,YouTube,4.0,PgAdmin4,6.0,04-07-2022,0.5
2435,Donnie Flores,Яндекс.Музыка,3.2,PgAdmin4,6.8,04-07-2022,2.5
2606,Florence Smith,YouTube,8.8,PgAdmin4,1.2,04-07-2022,1.0
1523,Linda Valdez,YouTube,3.6,PyCharm,6.4,05-07-2022,0.5
1539,Thomas Poore,YouTube,2.2,PgAdmin4,7.8,05-07-2022,1.0
1288,Lois Harrington,Twitch,2.2,PgAdmin4,7.8,05-07-2022,1.5
378,Jeffrey Crumley,Twitch,7.8,Git,2.2,05-07-2022,1.0
1656,David Herman,Twitch,3.1,PyCharm,6.9,05-07-2022,0.5
138,John Vest,YouTube,3.0,Teams,7.0,05-07-2022,1.0
782,Alice Washington,Twitch,2.4,PgAdmin4,7.6,05-07-2022,1.0
2729,Ann Gardner,Яндекс.Музыка,3.9,PgAdmin4,6.1,05-07-2022,0.5
2173,Wendy Orr,Яндекс.Музыка,3.5,PyCharm,6.5,05-07-2022,1.0
1175,Howard Barnes,Twitch,3.7,Git,6.3,05-07-2022,2.5
956,Glenda Boswell,YouTube,6.8,PgAdmin4,3.2,05-07-2022,1.5
2372,Nellie Alexander,Twitch,6.7,PyCharm,3.3,05-07-2022,1.0
1121,Nicole Natalie,Twitch,2.7,PyCharm,7.3,05-07-2022,0.5
2593,Florence Smith,Twitch,3.3,Teams,6.7,05-07-2022,0.5
2205,Barry Powell,YouTube,7.9,Git,2.1,05-07-2022,1.0
1217,Thersa Willhite,Twitch,2.8,Git,7.2,05-07-2022,0.5
200,Yvette Dugas,YouTube,3.5,PyCharm,6.5,05-07-2022,2.0
998,Priscilla Boyd,Яндекс.Музыка,3.0,Teams,7.0,05-07-2022,1.5
2307,Robert Bennett,Яндекс.Музыка,3.8,Teams,6.2,05-07-2022,1.0
637,Randy Balch,Twitch,3.6,PgAdmin4,6.4,05-07-2022,0.0
1024,Emmie Jenkins,Яндекс.Музыка,3.0,Git,7.0,05-07-2022,1.0
1109,William Diaz,Яндекс.Музыка,3.4,PgAdmin4,6.6,06-07-2022,0.5
89,Jerome Lawrence,YouTube,2.2,PyCharm,7.8,06-07-2022,2.0
1003,Priscilla Boyd,Яндекс.Музыка,2.6,PyCharm,7.4,06-07-2022,0.0
2569,Eliz Urban,Яндекс.Музыка,3.3,Teams,6.7,06-07-2022,2.0
1941,Anna Lauer,Яндекс.Музыка,3.7,PyCharm,6.3,06-07-2022,1.5
551,Dwayne Williams,Twitch,2.1,PyCharm,7.9,06-07-2022,0.5
617,Marvin Hansen,YouTube,2.1,PgAdmin4,7.9,06-07-2022,1.0
952,Glenda Boswell,Twitch,3.7,PgAdmin4,6.3,06-07-2022,1.0
2523,Megan Elizondo,Twitch,2.5,Git,7.5,06-07-2022,1.0
906,Carlton Peyton,Twitch,3.2,PgAdmin4,6.8,06-07-2022,0.5
402,Rose Vanatta,Яндекс.Музыка,2.2,Teams,7.8,06-07-2022,1.0
975,Mary Remis,Twitch,3.5,Git,6.5,06-07-2022,1.0
1537,Thomas Poore,Twitch,2.9,Teams,7.1,06-07-2022,2.5
1047,Emmie Jenkins,Twitch,3.1,Git,6.9,06-07-2022,1.0
774,William Dixon,YouTube,2.0,Teams,8.0,06-07-2022,1.0
2414,Laura Acker,YouTube,2.1,Teams,7.9,06-07-2022,1.0
159,Leah Mendoza,Яндекс.Музыка,2.4,PyCharm,7.6,06-07-2022,2.5
214,Salvatore Ketron,Twitch,2.4,Git,7.6,06-07-2022,1.0
1517,Linda Valdez,YouTube,2.5,PyCharm,7.5,06-07-2022,1.0
700,Louis Stater,YouTube,3.3,PgAdmin4,6.7,07-07-2022,2.0
2295,Robert Bennett,Яндекс.Музыка,2.3,Git,7.7,07-07-2022,1.5
569,Dwayne Williams,Яндекс.Музыка,2.7,Git,7.3,07-07-2022,0.5
836,Janel Peeler,YouTube,2.2,PgAdmin4,7.8,07-07-2022,1.5
970,Mary Remis,Twitch,3.4,PyCharm,6.6,07-07-2022,1.0
166,Leah Mendoza,Twitch,2.3,Teams,7.7,07-07-2022,2.0
735,Brent Degan,Яндекс.Музыка,2.0,Teams,8.0,07-07-2022,1.0
2097,Rafael Lampe,YouTube,3.0,Teams,7.0,07-07-2022,0.5
2379,Nellie Alexander,Яндекс.Музыка,2.1,Teams,7.9,07-07-2022,1.0
1520,Linda Valdez,Яндекс.Музыка,8.6,PgAdmin4,1.4,07-07-2022,0.5
2811,Maxie Banks,Яндекс.Музыка,2.4,PgAdmin4,7.6,07-07-2022,1.0
370,Jeffrey Crumley,Яндекс.Музыка,3.4,Git,6.6,07-07-2022,0.5
1965,Curtis Davis,YouTube,7.0,Teams,3.0,07-07-2022,0.5
62,Jerome Lawrence,YouTube,3.4,PyCharm,6.6,07-07-2022,0.0
586,Evelyn Moran,YouTube,7.9,Teams,2.1,07-07-2022,1.0
2483,Kathryn Ford,Twitch,2.7,PgAdmin4,7.3,07-07-2022,2.5
2529,Megan Elizondo,Яндекс.Музыка,3.3,Git,6.7,07-07-2022,1.0
2510,Michelle Robbins,YouTube,8.8,PyCharm,1.2,07-07-2022,2.0
1475,Natasha Andrews,Яндекс.Музыка,2.8,Git,7.2,08-07-2022,0.5
2894,Amanda Leatham,Twitch,2.4,Teams,7.6,08-07-2022,0.0
794,Alice Washington,YouTube,2.6,Teams,7.4,08-07-2022,0.5
459,Dorathy Lander,Яндекс.Музыка,3.5,PyCharm,6.5,08-07-2022,0.5
2302,Robert Bennett,Яндекс.Музыка,3.6,PyCharm,6.4,08-07-2022,0.5
2725,Ann Gardner,Яндекс.Музыка,2.4,Teams,7.6,08-07-2022,0.5
1610,Jerry Joy,Twitch,3.5,PgAdmin4,6.5,08-07-2022,2.0
1952,Curtis Davis,YouTube,2.4,Git,7.6,08-07-2022,1.5
1913,Ray Zanola,Яндекс.Музыка,3.0,Git,7.0,08-07-2022,1.0
1396,Anthony Hankerson,YouTube,4.0,PgAdmin4,6.0,08-07-2022,1.5
1538,Thomas Poore,Яндекс.Музыка,3.2,PgAdmin4,6.8,08-07-2022,2.0
381,Jeffrey Crumley,Яндекс.Музыка,2.4,PyCharm,7.6,08-07-2022,2.0
1285,Lois Harrington,YouTube,3.5,Git,6.5,08-07-2022,1.0
959,Glenda Boswell,Twitch,2.0,Teams,8.0,08-07-2022,1.0
2676,George Chausse,Twitch,2.2,PgAdmin4,7.8,08-07-2022,1.0
2948,Jay Traficante,YouTube,2.6,PgAdmin4,7.4,08-07-2022,3.0
1665,David Herman,Яндекс.Музыка,2.3,PgAdmin4,7.7,08-07-2022,1.0
2229,Joseph Pike,Яндекс.Музыка,3.6,PgAdmin4,6.4,09-07-2022,2.0
2207,Barry Powell,YouTube,3.1,Git,6.9,09-07-2022,0.5
1553,Thomas Poore,YouTube,3.7,PgAdmin4,6.3,09-07-2022,1.5
2358,Sarah Harwood,Яндекс.Музыка,2.7,Git,7.3,09-07-2022,0.5
753,William Dixon,Twitch,3.8,PgAdmin4,6.2,09-07-2022,1.5
2897,Amanda Leatham,YouTube,3.8,Teams,6.2,09-07-2022,0.5
1378,Jacob Cole,Twitch,2.3,PyCharm,7.7,09-07-2022,0.5
2275,Raymond Trevino,Twitch,3.1,PyCharm,6.9,09-07-2022,1.0
831,Janel Peeler,Яндекс.Музыка,2.8,PyCharm,7.2,09-07-2022,0.5
652,Randy Balch,YouTube,3.6,PyCharm,6.4,09-07-2022,1.5
2461,Kathryn Ford,Twitch,7.1,PyCharm,2.9,09-07-2022,1.0
665,Albert Ortiz,Яндекс.Музыка,3.0,PgAdmin4,7.0,09-07-2022,0.5
2083,Rafael Lampe,Яндекс.Музыка,2.9,PyCharm,7.1,09-07-2022,1.0
2824,Bruce Makela,Яндекс.Музыка,3.2,PgAdmin4,6.8,09-07-2022,1.0
1944,Anna Lauer,Яндекс.Музыка,3.1,PyCharm,6.9,09-07-2022,1.0
1275,Lois Harrington,Twitch,2.1,PgAdmin4,7.9,09-07-2022,1.0
1848,Robert Locke,YouTube,2.5,Git,7.5,09-07-2022,0.5
1148,Joyce Osborne,Яндекс.Музыка,3.4,PgAdmin4,6.6,09-07-2022,0.0
2012,Ruby Dicus,Яндекс.Музыка,3.4,Teams,6.6,09-07-2022,1.0
1864,Shirley Murphree,Twitch,3.9,PyCharm,6.1,09-07-2022,0.5
570,Evelyn Moran,Яндекс.Музыка,7.9,PyCharm,2.1,09-07-2022,1.0
473,Dorathy Lander,Яндекс.Музыка,2.3,PyCharm,7.7,09-07-2022,1.5
375,Jeffrey Crumley,Яндекс.Музыка,3.7,PgAdmin4,6.3,09-07-2022,1.0
564,Dwayne Williams,Яндекс.Музыка,6.2,Teams,3.8,10-07-2022,1.0
2433,Donnie Flores,YouTube,3.1,Git,6.9,10-07-2022,0.5
688,Albert Ortiz,Twitch,4.0,Teams,6.0,10-07-2022,1.5
1640,David Lott,Twitch,2.7,Git,7.3,10-07-2022,0.5
2574,Eliz Urban,YouTube,2.7,Teams,7.3,10-07-2022,1.5
2467,Kathryn Ford,Twitch,3.9,Git,6.1,10-07-2022,1.5
2239,Joseph Pike,YouTube,2.2,Teams,7.8,10-07-2022,0.5
1867,Shirley Murphree,YouTube,3.6,Git,6.4,10-07-2022,2.0
728,Brent Degan,Twitch,3.6,PgAdmin4,6.4,10-07-2022,0.0
1461,Lachelle Armstrong,Яндекс.Музыка,2.6,PgAdmin4,7.4,10-07-2022,0.5
1020,Emmie Jenkins,YouTube,2.9,PyCharm,7.1,10-07-2022,1.5
1266,Lois Harrington,YouTube,3.4,Git,6.6,10-07-2022,0.5
3,Paul Glass,Яндекс.Музыка,2.2,PgAdmin4,7.8,10-07-2022,1.0
769,William Dixon,Яндекс.Музыка,3.8,Teams,6.2,10-07-2022,1.0
1974,Curtis Davis,YouTube,3.9,Teams,6.1,10-07-2022,0.5
2360,Sarah Harwood,Яндекс.Музыка,2.2,PgAdmin4,7.8,10-07-2022,1.0
1825,Carol Chapman,YouTube,3.2,Git,6.8,10-07-2022,0.5
1087,William Diaz,Twitch,3.5,Teams,6.5,10-07-2022,1.5
2068,Wilma Harden,YouTube,6.5,Git,3.5,10-07-2022,0.0
1774,Joe Gordon,Яндекс.Музыка,3.4,Teams,6.6,10-07-2022,1.5
476,Dorathy Lander,Twitch,2.0,Git,8.0,11-07-2022,1.0
1149,Joyce Osborne,Twitch,3.9,PgAdmin4,6.1,11-07-2022,0.5
866,Lacie Jennings,YouTube,3.4,Teams,6.6,11-07-2022,1.0
894,Michael Cuneo,Twitch,3.5,Git,6.5,11-07-2022,1.0
2981,Jeanne Taylor,Twitch,3.7,Git,6.3,11-07-2022,1.0
2686,George Chausse,YouTube,3.2,PyCharm,6.8,11-07-2022,1.0
756,William Dixon,Яндекс.Музыка,2.9,PyCharm,7.1,11-07-2022,0.5
727,Brent Degan,Twitch,2.4,Teams,7.6,11-07-2022,0.0
1481,Natasha Andrews,Twitch,3.2,Teams,6.8,11-07-2022,1.0
492,Anthony Wright,Яндекс.Музыка,2.5,Teams,7.5,11-07-2022,1.5
530,Kenneth Harvey,YouTube,2.3,PyCharm,7.7,11-07-2022,0.5
1794,Joe Gordon,Яндекс.Музыка,3.6,PyCharm,6.4,11-07-2022,0.5
2614,Larry Williamson,YouTube,7.6,Git,2.4,11-07-2022,0.5
2874,Gloria Schmitz,Twitch,3.4,Teams,6.6,11-07-2022,0.0
1055,Rogelio Degeyter,Twitch,2.6,PyCharm,7.4,11-07-2022,1.0
2107,Scott Self,Яндекс.Музыка,2.4,Git,7.6,11-07-2022,2.0
1034,Emmie Jenkins,Яндекс.Музыка,2.9,PgAdmin4,7.1,11-07-2022,0.0
2739,Marvin Wilson,Twitch,3.3,Teams,6.7,11-07-2022,1.5
